Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,player_norm,player_fl,club_norm,dob_fb,birth_year_fb,market_value_eur,player_id,dob,age,join_method
lucas kal,br BRA,"MF,DF",Al-Riyadh SC,28,1996,29.9,3,2,34,10,0.0,0.0,0.0,0.0,20,0.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,lucas kal,lucas kal,al riyadh sc,1996,1996.0,,,nan,,
lucas zelarayan,am ARM,MF,Al-Fateh,32,1992,10.9,1,2,25,10,0.0,0.0,0.0,0.0,8,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,lucas zelarayan,lucas zelarayan,al fateh,1992,1992.0,,,nan,,
luiz felipe,it ITA,DF,Al-Ittihad,27,1997,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,luiz felipe,luiz felipe,al ittihad,1997,1997.0,,,nan,,
madallah al-olayan,sa KSA,"DF,MF",Al-Ettifaq,29,1994,17.8,1,1,3,1,0.0,0.0,0.0,0.0,43,0.0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,madallah al olayan,madallah olayan,al ettifaq,1994,1994.0,375000,264729,1994-08-25,31,first+last+birth_year
mailson,br BRA,GK,Al-Taawoun,27,1996,16.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,15.0,0.94,74.0,61.0,82.4,7.0,43.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,27.0,mailson,mailson,al taawoun,1996,1996.0,3500000,515496,1996-08-20,29,first+last+birth_year
majed abdullah,0,FW,Al-Shabab,18,2006,0.7,0,0,3,1,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,majed abdullah,majed abdullah,al shabab,2006,2006.0,100000,1245677,2006-02-13,19,first+last+birth_year
majed kanabah,sa KSA,MF,Al-Shabab,31,1993,12.7,1,1,5,2,0.0,0.0,0.0,0.0,19,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,majed kanabah,majed kanabah,al shabab,1993,1993.0,150000,209515,1992-07-01,33,
majed khalifa,sa KSA,FW,Al Kholood Saudi Club,20,2004,1.8,0,0,1,0,0.0,0.0,0.0,0.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,majed khalifa,majed khalifa,al kholood saudi club,2004,2004.0,50000,1318427,2004-06-02,21,first+last+birth_year
majed mohammed,sa KSA,DF,Al-Nassr,22,2001,3.7,0,0,4,3,0.0,0.0,0.0,0.0,7,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,majed mohammed,majed mohammed,al nassr,2001,2001.0,,,nan,,
majid duran,0,MF,Al-Ettifaq,0,0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,majid duran,majid duran,al ettifaq,0,2024.0,,,nan,,
makhir saleh,sa KSA,DF,Al-Fayha,25,1999,24.5,0,0,10,1,0.0,0.0,0.0,0.0,35,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,makhir saleh,makhir saleh,al fayha,1999,1999.0,,,nan,,
malcom,br BRA,MF,Al-Hilal,27,1997,29.0,9,10,57,24,0.0,0.0,0.0,0.0,6,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,malcom,malcom,al hilal,1997,1997.0,22000000,323704,1997-02-26,28,first+last+birth_year
malek al abadalmanam,sa KSA,FW,Al-Fayha,26,1998,2.3,0,0,4,1,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,malek al abadalmanam,malek abadalmanam,al fayha,1998,1998.0,,,nan,,
mansor al beshe,sa KSA,MF,Al-Fayha,24,2000,19.4,0,1,7,1,0.0,0.0,0.0,0.0,25,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,mansor al beshe,mansor beshe,al fayha,2000,2000.0,275000,672382,2000-04-24,25,first+last+birth_year
mansor hamzi,sa KSA,"MF,DF",Al-Khaleej,32,1992,32.0,1,1,18,7,0.0,0.0,0.0,0.0,41,0.0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,mansor hamzi,mansor hamzi,al khaleej,1992,1992.0,150000,315050,1992-01-17,33,fuzzy_global(96.0)
marcel tisserand,cd COD,DF,Al-Khaleej,31,1993,20.2,0,0,5,0,0.0,0.0,0.0,0.0,6,0.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,marcel tisserand,marcel tisserand,al khaleej,1993,1993.0,,,nan,,
marcelo brozovic,hr CRO,MF,Al-Nassr,31,1992,26.5,2,5,26,11,0.0,0.0,0.0,0.0,29,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,marcelo brozovic,marcelo brozovic,al nassr,1992,1992.0,10000000,156617,1992-11-16,32,first+last+birth_year
marcelo grohe,br BRA,GK,Al Kholood Saudi Club,37,1987,32.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,60.0,1.87,154.0,102.0,66.2,5.0,15.6,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,37.0,marcelo grohe,marcelo grohe,al kholood saudi club,1987,1987.0,300000,52313,1987-01-13,38,first+last+birth_year
marcos leonardo,br BRA,"FW,MF",Al-Hilal,21,2003,19.3,17,2,70,28,0.0,0.0,0.0,0.0,2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,marcos leonardo,marcos leonardo,al hilal,2003,2003.0,18000000,668267,2003-05-02,22,first+last+birth_year
marek rodak,sk SVK,GK,Al-Ettifaq,27,1996,34.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,1,45.0,1.32,154.0,114.0,74.0,8.0,23.5,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,27.0,marek rodak,marek rodak,al ettifaq,1996,1996.0,3000000,186901,1996-12-13,28,first+last+birth_year
mario mitaj,al ALB,"DF,MF",Al-Ittihad,20,2003,16.0,1,2,3,2,0.0,0.0,0.0,0.0,25,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mario mitaj,mario mitaj,al ittihad,2003,2003.0,5500000,726114,2003-08-06,22,first+last+birth_year
marwan al haidari,sa KSA,GK,Al-Khaleej,28,1996,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,4.0,7.0,3.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,28.0,marwan al haidari,marwan haidari,al khaleej,1996,1996.0,150000,821378,1996-04-12,29,first+last+birth_year
marwane saadane,ma MAR,DF,Al-Fateh,32,1992,28.0,0,0,22,9,0.0,0.0,0.0,0.0,27,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,marwane saadane,marwane saadane,al fateh,1992,1992.0,500000,210009,1992-01-17,33,first+last+birth_year
marzouq tambakti,sa KSA,DF,Al-Riyadh SC,21,2003,20.7,0,0,5,2,0.0,0.0,0.0,0.0,15,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,marzouq tambakti,marzouq tambakti,al riyadh sc,2003,2003.0,300000,1244173,2003-02-11,22,key+birth_year
mateus,br BRA,FW,Al-Taawoun,29,1994,3.4,0,1,8,5,0.0,0.0,0.0,0.0,5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mateus,mateus,al taawoun,1994,1994.0,,,nan,,
matheus machado,br BRA,"FW,MF",Al-Fateh,21,2003,6.3,2,0,20,6,0.0,0.0,0.0,0.0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,matheus machado,matheus machado,al fateh,2003,2003.0,,,nan,,
mathias normann,no NOR,MF,Al-Raed,28,1996,19.6,1,1,16,6,0.0,0.0,0.0,0.0,14,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,mathias normann,mathias normann,al raed,1996,1996.0,,,nan,,
matias vargas,ar ARG,"MF,FW",Al-Fateh,27,1997,19.8,7,4,72,24,0.0,0.0,0.0,0.0,12,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,matias vargas,matias vargas,al fateh,1997,1997.0,5000000,376211,1997-05-08,28,first+last+birth_year
matteo dams,be BEL,DF,Al-Ahli,20,2004,6.7,0,0,1,0,0.0,0.0,0.0,0.0,4,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,matteo dams,matteo dams,al ahli,2004,2004.0,4500000,654918,2004-03-09,21,first+last+birth_year
mehdi abeid,dz ALG,"MF,DF",Al-Raed,31,1992,27.4,2,0,27,7,0.0,0.0,0.0,0.0,41,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,mehdi abeid,mehdi abeid,al raed,1992,1992.0,,,nan,,
merih demiral,tr TUR,DF,Al-Ahli,26,1998,29.0,1,2,19,9,0.0,0.0,0.0,0.0,24,0.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,merih demiral,merih demiral,al ahli,1998,1998.0,13000000,340879,1998-03-05,27,first+last+birth_year
meshal sibyani,sa KSA,DF,Al-Ettifaq,23,2001,5.3,0,0,2,0,0.0,0.0,0.0,0.0,1,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,meshal sibyani,meshal sibyani,al ettifaq,2001,2001.0,200000,264720,2001-04-11,24,first+last+birth_year
meshari al nimr,sa KSA,"FW,MF",Damac,0,0,8.4,2,0,12,2,0.0,0.0,0.0,0.0,7,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,meshari al nimr,meshari nimr,damac,0,2024.0,,,nan,,
meshari al oufi,0,MF,Al Kholood Saudi Club,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,meshari al oufi,meshari oufi,al kholood saudi club,0,2024.0,,,nan,,
meshari sunyur,sa KSA,GK,Al-Raed,22,2001,19.7,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,34.0,1.73,111.0,78.0,70.3,2.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,22.0,meshari sunyur,meshari sunyur,al raed,2001,2001.0,,,nan,,
milan borjan,ca CAN,GK,Al-Riyadh SC,36,1987,33.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,2,51.0,1.55,162.0,116.0,71.6,8.0,24.2,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,36.0,milan borjan,milan borjan,al riyadh sc,1987,1987.0,300000,67797,1987-10-23,37,key+birth_year
mishal al alaeli,sa KSA,DF,Al-Wehda,20,2004,15.0,1,1,7,3,0.0,0.0,0.0,0.0,36,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mishal al alaeli,mishal alaeli,al wehda,2004,2004.0,225000,1143173,2004-06-17,21,first+last+birth_year
mobarak al rajeh,sa KSA,DF,Al-Raed,20,2003,21.5,0,1,6,3,0.0,0.0,0.0,0.0,24,0.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mobarak al rajeh,mobarak rajeh,al raed,2003,2003.0,375000,1092876,2003-08-01,22,first+last+birth_year
mohamed abdulrahman,sa KSA,DF,Al-Ettifaq,21,2003,17.8,1,1,5,1,0.0,0.0,0.0,0.0,31,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mohamed abdulrahman,mohamed abdulrahman,al ettifaq,2003,2003.0,550000,1169185,2003-01-14,22,fuzzy_global(97.43589743589743)
mohamed al dowaish,sa KSA,DF,Al-Fayha,20,2004,3.7,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mohamed al dowaish,mohamed dowaish,al fayha,2004,2004.0,125000,1213131,2004-05-28,21,fuzzy_global(97.29729729729729)
mohamed al makaazi,ma MAR,"MF,DF",Al-Wehda,29,1995,22.0,1,1,1,1,0.0,0.0,0.0,0.0,28,0.0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mohamed al makaazi,mohamed makaazi,al wehda,1995,1995.0,,,nan,,
mohamed amine sbai,fr FRA,MF,Al-Fateh,23,2000,16.3,5,4,26,14,0.0,0.0,0.0,0.0,16,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,mohamed amine sbai,mohamed sbai,al fateh,2000,2000.0,,,nan,,
mohamed fouzair,ma MAR,"MF,FW",Al-Raed,32,1991,6.0,2,0,11,6,0.0,0.0,0.0,0.0,10,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,mohamed fouzair,mohamed fouzair,al raed,1991,1991.0,,,nan,,
mohamed kanno,sa KSA,MF,Al-Hilal,29,1994,14.4,2,2,17,8,0.0,0.0,0.0,0.0,24,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mohamed kanno,mohamed kanno,al hilal,1994,1994.0,900000,308120,1994-09-22,31,first+last+birth_year
mohamed konate,bf BFA,FW,Al-Riyadh SC,26,1997,18.9,4,1,37,15,0.0,0.0,0.0,0.0,7,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,mohamed konate,mohamed konate,al riyadh sc,1997,1997.0,,,nan,,
mohamed nayef,sa KSA,MF,Al Okhdood SC,25,1998,5.5,2,0,12,5,0.0,0.0,0.0,0.0,5,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mohamed nayef,mohamed nayef,al okhdood sc,1998,1998.0,,,nan,,
mohamed sherif,eg EGY,FW,Al-Khaleej,28,1996,6.6,3,0,33,14,0.0,0.0,0.0,0.0,2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,mohamed sherif,mohamed sherif,al khaleej,1996,1996.0,,,nan,,
mohamed simakan,fr FRA,DF,Al-Nassr,24,2000,24.2,1,1,16,5,0.0,0.0,0.0,0.0,33,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,mohamed simakan,mohamed simakan,al nassr,2000,2000.0,23000000,666234,2000-05-03,25,first+last+birth_year
mohammed al abdullah,0,MF,Al-Khaleej,0,0,0.6,0,1,2,0,0.0,0.0,0.0,0.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,mohammed al abdullah,mohammed abdullah,al khaleej,0,2024.0,,,nan,,
mohammed al absi,sa KSA,GK,Al-Shabab,21,2002,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,1.0,1.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,21.0,mohammed al absi,mohammed absi,al shabab,2002,2002.0,100000,975383,2002-09-24,23,first+last+birth_year
mohammed al aqeel,sa KSA,MF,Al-Riyadh SC,27,1997,0.8,0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,mohammed al aqeel,mohammed aqeel,al riyadh sc,1997,1997.0,,,nan,,
mohammed al baqawi,sa KSA,"MF,DF",Al-Fayha,29,1995,24.8,0,2,2,0,0.0,0.0,0.0,0.0,29,0.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mohammed al baqawi,mohammed baqawi,al fayha,1995,1995.0,275000,537121,1995-07-12,30,first+last+birth_year
mohammed al dossary,sa KSA,"DF,MF",Al-Raed,25,1999,20.9,0,1,6,1,0.0,0.0,0.0,0.0,33,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mohammed al dossary,mohammed dossary,al raed,1999,1999.0,,,nan,,
mohammed al fatil,sa KSA,DF,Al-Nassr,32,1992,9.6,1,1,3,2,0.0,0.0,0.0,0.0,12,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,mohammed al fatil,mohammed fatil,al nassr,1992,1992.0,,,nan,,
mohammed al kunaydiri,sa KSA,DF,Al-Fateh,23,2000,10.9,0,0,5,2,0.0,0.0,0.0,0.0,19,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,mohammed al kunaydiri,mohammed kunaydiri,al fateh,2000,2000.0,225000,886841,2000-10-11,25,first+last+birth_year
mohammed al majhad,sa KSA,MF,Al-Ahli,26,1998,0.4,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,mohammed al majhad,mohammed majhad,al ahli,1998,1998.0,,,nan,,
mohammed al qahtani,sa KSA,MF,Al-Hilal,22,2002,7.7,2,0,23,8,0.0,0.0,0.0,0.0,8,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,mohammed al qahtani,mohammed qahtani,al hilal,2002,2002.0,350000,951682,2002-07-23,23,first+last+birth_year
mohammed al shammari,sa KSA,GK,Al Kholood Saudi Club,32,1991,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,4.0,2.0,13.0,9.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,32.0,mohammed al shammari,mohammed shammari,al kholood saudi club,1991,1991.0,100000,901347,1991-12-10,33,first+last+birth_year
mohammed al shanqiti,sa KSA,DF,Al-Orobah,25,1999,0.5,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mohammed al shanqiti,mohammed shanqiti,al orobah,1999,1999.0,,,nan,,
mohammed al shwirekh,sa KSA,DF,Al-Shabab,25,1998,13.0,4,0,15,5,0.0,0.0,0.0,0.0,15,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,mohammed al shwirekh,mohammed shwirekh,al shabab,1998,1998.0,600000,1173794,1998-11-19,26,first+last+birth_year
mohammed al yami,sa KSA,GK,Al-Hilal,26,1997,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,6.0,6.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,26.0,mohammed al yami,mohammed yami,al hilal,1997,1997.0,400000,509914,1997-08-14,28,first+last+birth_year
mohammed al-breik,sa KSA,DF,Al-Hilal,31,1992,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,mohammed al breik,mohammed breik,al hilal,1992,1992.0,,,nan,,
mohammed al-fuhaid,sa KSA,"MF,DF",Al-Fateh,34,1990,7.3,0,0,1,0,0.0,0.0,0.0,0.0,11,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,mohammed al fuhaid,mohammed fuhaid,al fateh,1990,1990.0,,,nan,,
mohammed al-khabrani,sa KSA,DF,Al-Khaleej,30,1993,27.3,0,0,6,1,0.0,0.0,0.0,0.0,20,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,mohammed al khabrani,mohammed khabrani,al khaleej,1993,1993.0,250000,264826,1993-10-14,32,first+last+birth_year
mohammed al-kwikbi,sa KSA,"FW,MF",Al-Taawoun,29,1994,7.1,0,1,15,3,0.0,0.0,0.0,0.0,5,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mohammed al kwikbi,mohammed kwikbi,al taawoun,1994,1994.0,,,nan,,
mohammed al-mahasneh,sa KSA,GK,Al-Ittihad,0,0,4.8,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,5.0,1.05,13.0,8.0,61.5,2.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,mohammed al mahasneh,mohammed mahasneh,al ittihad,0,2024.0,,,nan,,
mohammed al-owais,sa KSA,GK,Al-Hilal,32,1991,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,2.0,2.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,32.0,mohammed al owais,mohammed owais,al hilal,1991,1991.0,,,nan,,
mohammed al-qarni,sa KSA,MF,Al-Orobah,34,1989,11.5,0,0,5,1,0.0,0.0,0.0,0.0,17,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,mohammed al qarni,mohammed qarni,al orobah,1989,1989.0,,,nan,,
mohammed al-saeed,sa KSA,"DF,MF",Al Okhdood SC,27,1996,11.1,0,0,4,0,0.0,0.0,0.0,0.0,9,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,mohammed al saeed,mohammed saeed,al okhdood sc,1996,1996.0,175000,504124,1996-11-14,28,first+last+birth_year
mohammed al-saiari,sa KSA,FW,Al-Orobah,31,1993,3.5,0,0,7,2,0.0,0.0,0.0,0.0,2,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,mohammed al saiari,mohammed saiari,al orobah,1993,1993.0,,,nan,,
mohammed al-thain,sa KSA,"MF,DF",Al-Shabab,27,1997,23.6,2,0,21,11,0.0,0.0,0.0,0.0,48,0.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,mohammed al thain,mohammed thain,al shabab,1997,1997.0,,,nan,,
mohammed alkhaibari,sa KSA,DF,Damac,0,0,12.6,0,0,5,1,0.0,0.0,0.0,0.0,17,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,mohammed alkhaibari,mohammed alkhaibari,damac,0,2024.0,,,nan,,
mohammed barnawi,sa KSA,DF,Al-Orobah,18,2005,2.0,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,mohammed barnawi,mohammed barnawi,al orobah,2005,2005.0,100000,1020850,2005-08-07,20,first+last+birth_year
mohammed fallatah,sa KSA,MF,Al-Ittihad,17,2007,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,mohammed fallatah,mohammed fallatah,al ittihad,2007,2007.0,,,nan,,
mohammed hurbush,sa KSA,MF,Al-Shabab,21,2003,2.1,0,0,0,0,0.0,0.0,0.0,0.0,6,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mohammed hurbush,mohammed hurbush,al shabab,2003,2003.0,225000,1109644,2003-04-24,22,fuzzy_global(93.75)
mohammed jahfali,sa KSA,DF,Al Kholood Saudi Club,33,1990,6.4,0,0,1,0,0.0,0.0,0.0,0.0,1,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,mohammed jahfali,mohammed jahfali,al kholood saudi club,1990,1990.0,,,nan,,
mohammed mahzari,sa KSA,DF,Al-Taawoun,22,2002,11.7,0,2,0,0,0.0,0.0,0.0,0.0,21,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,mohammed mahzari,mohammed mahzari,al taawoun,2002,2002.0,200000,1169184,2002-05-19,23,first+last+birth_year
mohammed marran,sa KSA,FW,Al-Nassr,23,2001,1.4,1,0,5,2,0.0,0.0,0.0,0.0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,mohammed marran,mohammed marran,al nassr,2001,2001.0,150000,869511,2001-02-15,24,first+last+birth_year
mohammed qassem,sa KSA,"MF,DF",Al-Qadsiah,29,1995,7.8,0,0,2,0,0.0,0.0,0.0,0.0,13,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,mohammed qassem,mohammed qassem,al qadsiah,1995,1995.0,225000,288390,1995-01-19,30,fuzzy_global(93.33333333333333)
mohammed saleh,sa KSA,FW,Al-Riyadh SC,24,2000,6.6,1,0,13,5,0.0,0.0,0.0,0.0,7,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,mohammed saleh,mohammed saleh,al riyadh sc,2000,2000.0,,,nan,,
mohammed somaili,sa KSA,"MF,FW",Al Kholood Saudi Club,23,2000,17.3,1,4,13,7,0.0,0.0,0.0,0.0,32,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,mohammed somaili,mohammed somaili,al kholood saudi club,2000,2000.0,,,nan,,
mohammed sulaiman,sa KSA,DF,Al-Ahli,20,2004,11.2,2,0,7,4,0.0,0.0,0.0,0.0,17,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,mohammed sulaiman,mohammed sulaiman,al ahli,2004,2004.0,400000,1020859,2004-04-08,21,first+last+birth_year
mohammed waheeb,sa KSA,"MF,DF",Al-Qadsiah,21,2002,24.1,1,6,18,7,0.0,0.0,0.0,0.0,58,0.0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mohammed waheeb,mohammed waheeb,al qadsiah,2002,2002.0,,,nan,,
mohannad abu taha,jo JOR,"DF,MF",Al-Orobah,21,2003,15.1,2,5,18,7,0.0,0.0,0.0,0.0,33,0.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,mohannad abu taha,mohannad taha,al orobah,2003,2003.0,,,nan,,
moses turay,sl SLE,FW,Al-Raed,20,2004,1.1,0,0,1,0,0.0,0.0,0.0,0.0,2,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,moses turay,moses turay,al raed,2004,2004.0,,,nan,,
moteb al-harbi,sa KSA,DF,Al-Shabab,24,2000,2.0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,moteb al harbi,moteb harbi,al shabab,2000,2000.0,900000,869509,2000-02-19,25,first+last+birth_year
